Sentiment,Tweet
neutral,@JetBlue expanding!  http://t.co/Kk6EixifP5  #Nantucket #Aviation
neutral,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?
positive,"THANKS to @SouthwestAir , I get to go to the #DestinationDragons @Imaginedragons show this weekend in UTAH @VelourLive  !!! #ThankYou"
negative,@AmericanAir it was my friend. She shouldn't have been scheduled so close together at LAX then not reimbursed. It's costing her 12 hrs &amp;$250
negative,@united is honestly RUINING MY FUCKING LIFE RIGHT NOW. NEVER AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!
negative,@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY
negative,@USAirways your people are kind and hardworking the infrastructure you have given them is horrid #massivefail #failphone #fail
negative,@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M
positive,@SouthwestAir thank you for your help resolving my problem Shannon ROCKS - even though Rhonda didn't !!
negative,"@united Got rebooked on AA.  One question though, do you automatically refund the check baggage fees for flight that was Cancelled Flightled?"
positive,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G
negative,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.
positive,"@USAirways I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable."
negative,@united I'll try it. Mileage programs have historically been a lifeline for us world-hungry travelers of moderate means.
negative,"@AmericanAir 
Not giving you a hard time...Just looking for basic customer service after AA lost my bag. ETA on it's return, please????????"
neutral,@united Allright! Last question : the power outlets on my flight are available in the premium cabin. Does that include economy plus cabin?
negative,@USAirways once again your company actualy put people in weird situations.Your hostel voucher was fake.Snow is ok but no lies please
negative,@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?
negative,"@SouthwestAir thanks, but they told him he couldnt a few hours ago, then my plane left  after I tried to do it. Stuck waiting for hours now"
positive,"@USAirways thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd"
negative,@SouthwestAir took our BOS to BWI plane for a flight to StL and promised a replacement  1.5 hours Late Flightr. Now 2.5 hours delayed. Not happy.
neutral,@SouthwestAir I have been on hold for over 28 minutes  please help http://t.co/Fx9BIJlxAt
negative,"@AmericanAir Finally got a call from AA, but it was an automated voice that hung up on me! I called back &amp; it says it'll be 2 more hours."
positive,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.
neutral,@AmericanAir I meant can you use the 50k bonus sign up mileage for Alaska flights or only American?
negative,"@AmericanAir Thank you for the worst experience ever on an airline, from me to you, I hope your embarrassed as an airline. Pathetic"
negative,@USAirways how about checking the plane before having everyone board the plane? #pissed
negative,@AmericanAir Who do I report missing baggage to when baggage claim leaves before midnight?
positive,@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys
negative,@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.
neutral,@united patiently drinking and tweeting about my experience
positive,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?
negative,@JetBlue Did you discontinue nonstop service from SJC to BOS? Can't find 471 or 472 anywhere
neutral,@JetBlue My card company and I explained the issue over the phone when I was in Mexico. I purchased a new ticket over the phone.
negative,@united at this point I made it home on my own.
negative,@USAirways no they dont.  I think I already said that.  No one responds.  Its an auto response.  Wait is this an auto response??????
positive,"@united Thanks, I will!"
neutral,@AmericanAir  my fly is 1579  if do you have some news
negative,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k
neutral,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp
neutral,@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open
negative,@AmericanAir  flight from DFW to LIT tomorrow has been Cancelled Flightled.  What do I do next?  Pls advise.  #HELP
negative,"@AmericanAir really American Airlines , service is Las Vegas is shocking, absolute jokers take your reputation more seriously!"
negative,@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!
negative,@USAirways talked to Supervisor Jeanine and she couldn't help me. 45 minutes of talking to her and nothing.
negative,@united why do I have to request refund? Why charge twice in first place?
negative,@SouthwestAir please refund my ticket. What a terrible experience. #southwestfail
neutral,@JetBlue April 6th. Anything specific I should know for my first flight?
neutral,@SouthwestAir myself and 2 others
negative,@JetBlue I left my apt 10hrs ago to go from Boston to SJC and I'm still NYC. Please bring back the nonstop flight. #jetblueBlues
negative,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing
negative,@USAirways the call hung up on me..
negative,"@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? Whats up?"
negative,@SouthwestAir Customer service said it was a known problem that they were using same confirmation numbers for domestic and international
positive,@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!
negative,@united screwing me over twice in one month. Learned my lesson. We are through.
neutral,@USAirways my TSA precheck isn't showing up on my boarding pass for my flight tomorrow...help!? #USAirways #TSAPreCheck
negative,@AmericanAir No. It does. You could not be more wrong. http://t.co/66NXZhBbMT
negative,@USAirways I've been on hold for 36 mins and counting cause you charged my credit card for bag but provided no receipt and said error. Awful
negative,@USAirways how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..
negative,@USAirways what's the deal with the flight computer network?
negative,"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays."
positive,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!"
negative,"@AmericanAir I waited on hold for two hours, only to have my call. Really unreliable."
negative,@USAirways 45 minutes on hold no help
negative,@USAirways gonna miss connecting flight.. Delayed flying out of Boston
negative,@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward
negative,@united Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies
negative,@AmericanAir why did you drop my call. Why don't you have more people answering phones? Why is it always high call volume when I call
neutral,@SouthwestAir @PHLAirport Will Flight 2155 that arrives at E11 be a penguin plane?
positive,@SouthwestAir Thank u Thank u Thank u for coming through for us! I sincerely didn't think it would happen. &lt;3 #SWA #THANKYOU
negative,@USAirways I really appreciate there not being an easy way to get another flight when mine has been delayed over 2hrs for mechanical reasons
positive,@JetBlue Thank you. Fingers crossed.
negative,@USAirways thank you for putting me on a flight that will be leaving Late Flightr than the original flight I was booked on.
positive,@JetBlue thanks. I appreciate your prompt response.
negative,"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd."
